,Unnamed: 0,Unnamed: 0.1,UserID,UserScreenName,UserCreatedAt,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,AvgHashtag,AvgURLCount,AvgMention,AvgRetweet,AvgFavCount,TweetCount,FakeOrNot,Current_Time,Reputation,AgeOfAccount,TweetPerDay,TweetPerFollower,AgeByFollowing
24,24,686,1.05478E+18,itisaprashanth,23-10-2018 16:46,85,227,15,"Chennai, India",2.033333333,0.4,0.7,26.7,1.566666667,1051,0,23-04-2019 14:45,16,181.9158218,5.777397424,4.63,12.12772145
25,25,716,1.0093E+18,Vishnuaiadmk1,20-06-2018 04:41,31,456,60,"Cuddalore, India",0.2,0.6,0.8,160.6333333,2.933333333,147,0,23-04-2019 14:45,61,307.4198495,0.478173417,0.32,5.123664159
26,26,746,1.00862E+18,admk_surya,18-06-2018 07:45,0,112,12,0,0,0.033333333,0.033333333,0,0,1,0,23-04-2019 14:45,13,309.2915162,0.003233196,0.01,25.77429302
27,27,747,1.0093E+18,AdmkSivaranjan,20-06-2018 05:19,0,148,25,Salem,0.066666667,0.066666667,0.1,0.066666667,0,2,0,23-04-2019 14:45,26,307.3934491,0.00650632,0.01,12.29573796
28,28,749,1.00886E+18,rajivgandhi_n,19-06-2018 00:01,10,387,54,"Tiruchirapalli, India",0.2,0.7,0.733333333,12.63333333,3.266666667,48,0,23-04-2019 14:45,55,308.6141898,0.155534002,0.12,5.715077589
29,29,779,1.00868E+18,prabhaayyappan,18-06-2018 12:11,46,91,11,"Allinagaram, Theni",0,0.233333333,0.066666667,0,0.1,7,0,23-04-2019 14:45,12,309.1068634,0.02264589,0.08,28.10062395
30,30,786,1.0061E+18,admk_satheesh,11-06-2018 08:53,8,591,204,"Tamil Nadu, India",0,1,0,0.433333333,2.6,254,0,23-04-2019 14:45,205,316.2444907,0.803176047,0.43,1.550218092
31,31,816,1.00864E+18,Sai72100878,18-06-2018 09:27,0,217,29,"Chennai, India",0.1,0.066666667,0.033333333,0.066666667,0.133333333,3,0,23-04-2019 14:45,30,309.2212963,0.00970179,0.01,10.66280332
32,32,819,1.00716E+18,AdmkArun,14-06-2018 07:12,8,302,145,"Tiruppur, India",0.9,0.633333333,1.266666667,0.533333333,7.633333333,28,0,23-04-2019 14:45,146,313.3145833,0.08936705,0.09,2.16079023
33,33,847,1.00926E+18,SelvaMugavai,20-06-2018 02:04,0,176,55,0,0,0.2,0.3,0.1,1.233333333,6,0,23-04-2019 14:45,56,307.5289699,0.019510357,0.03,5.591435816
34,34,853,1.00888E+18,Veerasa23144200,19-06-2018 01:21,104,140,142,"Padmanabhapuram, Tamil Nadu",0.033333333,0.233333333,0.1,1.133333333,0.1,10,0,23-04-2019 14:45,143,308.5584375,0.032408772,0.07,2.172946743
35,35,863,1.00866E+18,SelvamAdmk,18-06-2018 10:20,0,125,11,"Coimbatore, India",0.033333333,0.033333333,0,0,0.033333333,1,0,23-04-2019 14:45,12,309.1844792,0.003234315,0.01,28.10767992
36,36,864,1.00905E+18,VHh0ryw5wTWZQgV,19-06-2018 12:27,9,411,142,"Tamil Nadu, India",0.3,0.266666667,0.333333333,0.766666667,2.333333333,12,0,23-04-2019 14:45,143,308.0959144,0.03894891,0.03,2.169689538
37,37,876,1.00864E+18,Jaganat39464129,18-06-2018 09:00,0,245,44,"Tirupathur, India",0.033333333,0.1,1.133333333,0.133333333,0.366666667,12,0,23-04-2019 14:45,45,309.2395255,0.038804871,0.05,7.028171033
38,38,888,7.9158E+17,maalaitamizhaga,27-10-2016 09:57,21,1147,4915,"Chennai, India",0,1,0,0.1,0.866666667,2603,0,23-04-2019 14:45,4916,908.1998727,2.866109188,2.27,0.184781256
39,39,918,1.00859E+18,vijayadmk3,18-06-2018 05:40,19,432,220,"Salem, IN",0.933333333,0.8,1.1,6,0,130,0,23-04-2019 14:45,221,309.3788194,0.420196833,0.3,1.406267361
40,40,948,7.36106E+17,chandanmedia,27-05-2016 08:07,139,1455,364,"नई दिल्ली, भारत",0.966666667,0.766666667,0.966666667,195.4666667,5.366666667,3883,0,23-04-2019 14:45,365,1061.276875,3.65880016,2.67,2.91559581
41,41,978,7.36906E+17,SspGhaziabad,29-05-2016 13:05,0,53971,112,"गाज़ियाबाद, भारत",2.6,0.2,5.3,220,0,1953,0,23-04-2019 14:45,113,1059.069329,1.84407191,0.04,9.455976149
42,42,1008,8.97345E+17,shivpal_rana,15-08-2017 06:30,36,24,49,0,0.033333333,0.233333333,0.133333333,0.033333333,0,7,0,23-04-2019 14:45,50,616.3437269,0.011357299,0.29,12.57844341
43,43,1015,7.75342E+17,policemedianews,12-09-2016 14:34,98,4713,528,"नई दिल्ली, भारत",1.2,0.966666667,0.6,0.333333333,1.033333333,19148,0,23-04-2019 14:45,529,953.0078472,20.09217454,4.06,1.804939105
44,44,1045,4848168385,uppstf,02-02-2016 06:58,0,11090,63,"Lucknow, Uttar Pradesh",0.833333333,0.666666667,1.066666667,220.1666667,131.4333333,315,0,23-04-2019 14:45,64,1176.324815,0.26778318,0.03,18.67182246
45,45,1075,34245009,indiatvnews,22-04-2009 11:26,131,675330,28,India,2.1,1.833333333,0.333333333,10.86666667,32.3,426475,0,23-04-2019 14:45,29,3653.138322,116.7420892,0.63,130.4692258
46,46,1105,39743812,EconomicTimes,13-05-2009 12:54,120,3201871,44,0,1.7,0.833333333,0.6,2.933333333,4.533333333,386241,0,23-04-2019 14:45,45,3632.076933,106.3416351,0.12,82.54720302
47,47,1135,372754427,BBCHindi,13-09-2011 10:54,157,1122950,209,India/London,0.1,1.033333333,0.033333333,58.8,237.6666667,101591,0,23-04-2019 14:45,210,2779.160567,36.55456299,0.09,13.29741898
48,48,1165,1056850669,airnewsalerts,03-01-2013 04:15,114,2050934,15,"New Delhi, India",2.733333333,1.333333333,0.333333333,16.7,62.6,227527,0,23-04-2019 14:45,16,2301.4375,98.86299324,0.11,153.4291667
49,49,1195,98362607,News18India,21-12-2009 12:11,47,1035828,89,India,2.033333333,2,1.566666667,20.73333333,100.5333333,285841,0,23-04-2019 14:45,90,3410.107222,83.82170453,0.28,38.31581149
50,50,1225,39240673,abpnewstv,11-05-2009 12:25,40,8254265,165,India,2.333333333,1.933333333,0.6,20.3,99.3,194592,0,23-04-2019 14:45,166,3634.097153,53.54617442,0.02,22.02483123
51,51,1255,37034483,ndtv,01-05-2009 20:34,31,11375975,14,India,0.633333333,1.033333333,0.5,5.4,19.46666667,596778,0,23-04-2019 14:45,15,3643.757604,163.7809275,0.05,260.2684003
52,52,1275,37034483,ndtv,01-05-2009 20:34,31,11375976,14,India,0.633333333,1.033333333,0.5,5.4,19.46666667,596778,0,23-04-2019 14:45,15,3643.757604,163.7809275,0.05,260.2684003
53,53,1285,461841349,ZeeNewsHindi,12-01-2012 07:52,110,1868916,22,India,2.033333333,2.9,1.5,244.9666667,992.1666667,181026,0,23-04-2019 14:45,23,2658.286968,68.09874261,0.1,120.8312258
54,54,1315,177829660,THexplains,13-08-2010 04:41,74,592737,45,0,0.633333333,0.966666667,0.133333333,19.96666667,71.2,141753,0,23-04-2019 14:45,46,3175.419433,44.64071692,0.24,70.56487629
55,55,1345,29958928,TOIIndiaNews,09-04-2009 10:36,113,998792,22,"New Delhi, India",0,1,0,0.933333333,4.433333333,212603,0,23-04-2019 14:45,23,3666.172836,57.99044659,0.21,166.6442198
56,56,1375,123171317,NavbharatTimes,15-03-2010 06:49,103,758467,479,"Delhi, India",0.666666667,2.8,1.6,8.6,39.56666667,250352,0,23-04-2019 14:45,480,3326.330579,75.263716,0.33,6.944322711
57,57,1405,2251588934,TheOfficialSBI,18-12-2013 07:27,158,3752949,20,0,0,0.866666667,1.1,0,0.033333333,347842,0,23-04-2019 14:45,21,1952.30441,178.1699607,0.09,97.61522049
58,58,1435,321271735,ndtvindia,21-06-2011 09:01,81,604495,35,New Delhi,0.2,2,0.066666667,63.4,245.8,116035,0,23-04-2019 14:45,36,2863.239271,40.52577833,0.19,81.80683631
59,59,1465,1966507722,DDNewsHindi,17-10-2013 10:22,121,615255,68,नई दिल्ली/भारत,0.4,0.933333333,0.1,96.2,115.4333333,91163,0,23-04-2019 14:45,69,2014.182963,45.26053575,0.15,29.62033769
60,60,1495,1734536606,News18_UK,06-09-2013 09:04,48,8764,42,"Dehradun, India",1.1,1,0.533333333,0.033333333,0.633333333,70674,0,23-04-2019 14:45,43,2055.23691,34.38727655,8.06,48.93421214
61,61,1525,1.03367E+18,Dilipdubey03,26-08-2018 11:10,0,28,147,0,1.066666667,0.266666667,2.033333333,50.96666667,0.066666667,63,0,23-04-2019 14:45,148,240.1495255,0.262336558,2.25,1.633670241
62,62,1555,4743832831,upcopsachin,11-01-2016 15:17,157,4081,391,"Agra, India",0.4,0.4,2.3,89.16666667,11.56666667,3926,0,23-04-2019 14:45,392,1197.97787,3.277189084,0.96,3.063882021
63,63,1585,1331404556,AnjanaPed,06-04-2013 11:48,45,1108,796,0,0.233333333,0.4,2,1162,1.433333333,11218,0,23-04-2019 14:45,797,2208.122975,5.080332993,10.12,2.774023837
64,64,1615,1712709144,SkochSameer,30-08-2013 13:19,160,126294,1723,India,0.833333333,2.5,10.16666667,2545.233333,16.66666667,7697,0,23-04-2019 14:45,1724,2062.059676,3.732675679,0.06,1.19678449
65,65,1645,7.22923E+17,mobobistudios,20-04-2016 23:02,0,6679,3,0,0.166666667,0.533333333,1,1.466666667,5.266666667,55,0,23-04-2019 14:45,4,1097.655093,0.050106814,0.01,365.8850309
66,66,1665,7.22923E+17,mobobistudios,20-04-2016 23:02,0,6678,3,0,0.166666667,0.533333333,1,1.466666667,5.266666667,55,0,23-04-2019 14:45,4,1097.655093,0.050106814,0.01,365.8850309
67,67,1675,3108258452,TAHLKANEWS,26-03-2015 12:06,129,2188,514,लखनऊ,0,1,0,0,0,96643,0,23-04-2019 14:45,515,1489.110718,64.89980823,44.17,2.897102563
68,68,1705,2318958582,rakeshbjpup,30-01-2014 14:05,82,3505,598,"Lucknow, India",0.233333333,0.5,1.6,150.0333333,80.33333333,5650,0,23-04-2019 14:45,599,1909.028113,2.95962116,1.61,3.192354705
69,69,1735,9.70592E+17,CyberDost,05-03-2018 09:27,156,54217,76,India,9.6,6.4,4.8,704.2666667,2009.066667,432,0,23-04-2019 14:45,77,414.2206829,1.042922331,0.01,5.450272143
70,70,1765,7.93396E+17,spgrpjhansi,01-11-2016 10:14,80,2372,90,"Jhansi, India",0,0.766666667,5.966666667,0.1,1.6,1653,0,23-04-2019 14:45,91,903.1882639,1.830183214,0.7,10.03542515
71,71,1795,1.00804E+18,kumbhMelaPolUP,16-06-2018 17:14,102,10433,21,"Sangam, Prayagraj",4,1.2,13.46666667,821.4666667,108.6666667,1385,0,23-04-2019 14:45,22,310.8967593,4.454855056,0.13,14.80460758
72,72,1825,305086188,NBTMumbai,25-05-2011 16:27,90,7558,63,Mumbai,0.133333333,0.766666667,0.833333333,1.2,0,37578,0,23-04-2019 14:45,64,2889.929688,13.00308453,4.97,45.8718998
73,73,1855,444481070,AtulGargBJP,23-12-2011 09:14,133,17890,79,Ghaziabad,0.566666667,0.666666667,0.7,124.7,19.66666667,1726,0,23-04-2019 14:45,80,2678.229919,0.644455499,0.1,33.90164454
74,74,1885,1.02753E+18,sdrf_up,09-08-2018 12:12,135,582,122,"Lucknow, India",0.6,0.5,0.6,9.166666667,27.16666667,20,0,23-04-2019 14:45,123,257.1063542,0.07778882,0.03,2.107429133
75,75,1905,4738670125,UD197,10-01-2016 14:16,107,417,230,0,0.033333333,0.366666667,4.866666667,338.7666667,0.966666667,1695,0,23-04-2019 14:45,231,1199.020428,1.41365398,4.06,5.213132297
76,76,1935,7.74874E+17,SantoshMahiLko,11-09-2016 07:35,0,809,178,0,0.8,0.466666667,1.1,364.1,0.966666667,694,0,23-04-2019 14:45,179,954.2985301,0.727235742,0.86,5.361227697
77,77,1965,9.30054E+17,devmuraribapu65,13-11-2017 12:45,127,92,147,"Vrindavan, India",0.033333333,0.633333333,0.7,0.033333333,0.7,22,0,23-04-2019 14:45,148,526.0837616,0.041818436,0.24,3.578801099
78,78,1987,9.62967E+17,wpl1090,12-02-2018 08:31,103,3297,4,"Uttar Pradesh, India",0,0.2,3.4,0.8,2.733333333,758,0,23-04-2019 14:45,5,435.2602315,1.74148692,0.23,108.8150579
79,79,2017,78858865,927BIGFM,01-10-2009 09:41,60,301908,441,INDIA,0.966666667,0.9,0.7,5.233333333,10.73333333,19524,0,23-04-2019 14:45,442,3491.211435,5.592328154,0.06,7.916579218
80,80,2047,8.42434E+17,BPRDIndia,16-03-2017 17:55,160,6051,152,India,0.566666667,0.733333333,0.566666667,15.63333333,6.966666667,1118,0,23-04-2019 14:45,153,767.8679861,1.455979439,0.18,5.051763067
81,81,2077,1.00387E+18,fireserviceup,05-06-2018 05:43,91,332,41,"Lucknow, India",0.133333333,0.666666667,0.066666667,22.93333333,21,11,0,23-04-2019 14:45,42,322.376713,0.034121571,0.03,7.862846658
82,82,2088,122658025,RajatSharmaLive,13-03-2010 12:52,39,3330365,22,Delhi,0.266666667,1,0.966666667,261.3,1022.833333,5163,0,23-04-2019 14:45,23,3328.078796,1.551345481,0,151.2763089
83,83,2118,136172389,skochgroup,23-04-2010 06:11,123,28472,250,India,1.166666667,5,2.5,16.66666667,44.83333333,3045,0,23-04-2019 14:45,251,3287.356968,0.926276042,0.11,13.14942787
84,84,2208,1535907986,Etahpolice,21-06-2013 06:46,129,13714,169,"Etah, UP, India",0.5,0.3,2,17.63333333,1.366666667,30895,0,23-04-2019 14:45,170,2132.332662,14.48882745,2.25,12.61735303
85,85,2238,1469482477,digbasti,30-05-2013 10:51,140,11595,11,0,0.366666667,0.333333333,1.233333333,160.5333333,5.366666667,1098,0,23-04-2019 14:45,12,2154.162384,0.509710878,0.09,195.832944
86,86,2268,4833521534,digdevipatan,30-01-2016 05:05,151,2014,121,0,0.766666667,0.433333333,2.366666667,104.8,2,4785,0,23-04-2019 14:45,122,1179.403137,4.057136912,2.38,9.74713336
87,87,2298,2959280540,digmirzapur,05-01-2015 07:01,160,17353,205,"मिर्जापुर-विन्ध्याचल, भारत",0.533333333,0.133333333,2.1,57.16666667,0,7394,0,23-04-2019 14:45,206,1569.322546,4.711587186,0.43,7.655231933
88,88,2328,1469471533,ADGZonPrayagraj,30-05-2013 10:44,146,30020,236,"ADGOffice AshokNagar,Allahabad",0.366666667,0.366666667,2.266666667,70.4,4.5,9325,0,23-04-2019 14:45,237,2154.167627,4.328818186,0.31,9.127828929
89,89,2358,1476714007,adgzonevaranasi,02-06-2013 07:47,141,33446,75,IG OFFICE VARANASI,0.133333333,0.133333333,3.133333333,7.1,0.366666667,57081,0,23-04-2019 14:45,76,2151.290162,26.5333803,1.71,28.68386883
90,90,2388,7.1117E+17,adgzonekanpur,19-03-2016 12:38,140,28421,178,"Kanpur, India",0,0.2,4.066666667,5.566666667,0.433333333,50608,0,23-04-2019 14:45,179,1130.088183,44.78234599,1.78,6.348810016
91,91,2418,1456517174,digmoradabad,25-05-2013 10:05,145,27077,27,"मुरादाबाद, उत्तर प्रदेश, भारत",0.633333333,0.033333333,2.933333333,12.4,0,239528,0,23-04-2019 14:45,28,2159.194653,110.9339539,8.85,79.97017233
92,92,2448,1398976800,igrangeagra,03-05-2013 06:29,138,17678,189,"Agra, India",1.8,0.066666667,3.733333333,76.33333333,0,47318,0,23-04-2019 14:45,190,2181.344722,21.69212391,2.68,11.54150647
93,93,2478,1469381294,shravastipolice,30-05-2013 09:54,132,6418,157,0,1.266666667,0.533333333,4.466666667,127.4333333,1.233333333,28760,0,23-04-2019 14:45,158,2154.202593,13.35064775,4.48,13.72103562
94,94,2508,1317707898,gorakhpurpolice,31-03-2013 04:41,134,17225,16,"गोरखपुर, भारत",0.333333333,0.933333333,5.4,45.06666667,6.466666667,7086,0,23-04-2019 14:45,17,2214.419803,3.199935256,0.41,138.4012377
95,95,2538,1471906255,kaushambipolice,31-05-2013 11:00,134,6551,169,"Uttar Pradesh, India",0.333333333,0.266666667,2.666666667,29.96666667,2.633333333,13014,0,23-04-2019 14:45,170,2153.15662,6.044149263,1.99,12.74057172
96,96,2568,2456384107,hathraspolice,21-04-2014 09:59,135,5492,232,0,0.533333333,0.266666667,2.566666667,14.33333333,0,37779,0,23-04-2019 14:45,233,1828.199132,20.66459793,6.88,7.880168672
97,97,2598,1399708710,IgRangeVaranasi,03-05-2013 13:20,142,22991,17,"Varanasi, India",0.233333333,0.166666667,3.166666667,22.76666667,0.733333333,15321,0,23-04-2019 14:45,18,2181.059398,7.024567975,0.67,128.2976117
98,98,2628,3178012657,sonbhadrapolice,28-04-2015 08:41,134,11014,142,Sonbhadra U.P India,0.3,0.633333333,2.3,33.1,7.1,7398,0,23-04-2019 14:45,143,1456.252917,5.080161499,0.67,10.25530223
99,99,2658,1331034252,jaunpurpolice,06-04-2013 08:23,132,5538,147,"Jaunpur, India",0.1,0.7,2.933333333,8.066666667,8.1,25194,0,23-04-2019 14:45,148,2208.265405,11.40895471,4.55,15.02221364
100,100,2688,8.09649E+17,BngWeather,16-12-2016 06:40,142,5510,140,"Bengaluru, India",0.866666667,0.5,0.7,50.03333333,24.03333333,6147,0,23-04-2019 14:45,141,858.3372106,7.161521048,1.12,6.130980076
101,101,2718,7.92307E+17,UdhampurPolice,29-10-2016 10:06,31,5238,153,"Udhampur, Jammu And Kashmir",0,0.966666667,1.166666667,3.666666667,19.63333333,681,0,23-04-2019 14:45,154,906.1940394,0.75149468,0.13,5.922836859
102,102,2748,8.26734E+17,DHFWKA,01-02-2017 10:09,94,1286,1734,"Karnataka, India",0.9,1.066666667,0,1.566666667,7.633333333,1467,0,23-04-2019 14:45,1735,811.1915394,1.808450814,1.14,0.46781519
103,103,2778,3657712400,digilocker_ind,23-09-2015 08:32,160,15500,20,"New Delhi, Delhi",0.033333333,0.766666667,1.766666667,3.266666667,8.933333333,1317,0,23-04-2019 14:45,21,1308.25897,1.006681422,0.08,65.4129485
104,104,2808,8.74989E+17,BaramullaPolice,14-06-2017 13:58,160,6128,145,"Baramulla J&K,INDIA🇮🇳",0.166666667,0.7,1.2,43.4,28.53333333,533,0,23-04-2019 14:45,146,678.0330556,0.786097367,0.09,4.676090038
105,105,2838,264681786,KashmirPolice,12-03-2011 08:41,90,14163,96,0,1.366666667,0.3,0.933333333,9.4,15.16666667,6601,0,23-04-2019 14:45,97,2964.25316,2.22686783,0.47,30.87763708
106,106,2868,1.06873E+18,DistrictPolice1,01-12-2018 04:56,71,40,73,"Chitradurga, India",0.633333333,0.666666667,0.4,10.66666667,0.8,165,0,23-04-2019 14:45,74,143.4094676,1.150551653,4.12,1.964513255
107,107,2898,7.39812E+17,Tripura_Police,06-06-2016 13:31,33,2085,38,"Agartala, India",0.533333333,0.633333333,1.433333333,31.73333333,14.7,285,0,23-04-2019 14:45,39,1051.051319,0.271157074,0.14,27.65924525
108,108,2928,4843765218,JmuKmrPolice,01-02-2016 09:02,138,60584,176,"Jammu, Srinagar",0.2,0.033333333,1,8.066666667,0,7047,0,23-04-2019 14:45,177,1177.238171,5.986044432,0.12,6.688853246
109,109,2958,9.07952E+17,PoliceRajasthan,13-09-2017 13:01,152,37987,233,"Jaipur, India",1.6,1.466666667,0.933333333,73.9,155.1666667,1663,0,23-04-2019 14:45,234,587.0723264,2.832700377,0.04,2.519623718
110,110,2988,3306790844,assampolice,05-08-2015 09:23,97,12819,98,"Guwahati, Assam",0,0.6,5.6,78.2,68.4,1168,0,23-04-2019 14:45,99,1357.223519,0.860580431,0.09,13.84921958
111,111,3018,2842306788,hydcitypolice,06-10-2014 12:54,135,124721,181,Hyderabad,0.066666667,0.4,4.2,1.733333333,3.033333333,33073,0,23-04-2019 14:45,182,1660.077431,19.92256469,0.27,9.171698511
112,112,3048,3412395613,KolkataPolice,01-09-2015 07:23,100,664916,22,"18 Lalbazar St. Kolkata-1,WB",0.333333333,0.6,0.966666667,9.366666667,39.16666667,2944,0,23-04-2019 14:45,23,1330.307014,2.213022986,0,60.46850063
113,113,3078,143766231,dtptraffic,14-05-2010 10:06,40,1156777,21,"India, Delhi",0,0.866666667,6.266666667,0.633333333,3.133333333,153973,0,23-04-2019 14:45,22,3266.193762,47.14141635,0.13,155.5330363
114,114,3108,9.59682E+17,AhmedabadPolice,03-02-2018 06:56,96,25084,24,"Ahmedabad, Gujarat",0.7,1.1,4.9,63,195.6,2850,0,23-04-2019 14:45,25,444.3258796,6.414211124,0.11,18.51357832
115,115,3138,8.05702E+17,GujaratPolice,05-12-2016 09:16,102,29657,71,"Gandhinagar, Gujarat, India",0.466666667,1.6,1.266666667,112.6,651.0666667,582,0,23-04-2019 14:45,72,869.2285069,0.669559265,0.02,12.24265503
116,116,3168,626218913,CPDelhi,04-07-2012 06:32,153,146190,11,"Delhi, India",0.4,0.533333333,0.666666667,119.9666667,384.0666667,835,0,23-04-2019 14:45,12,2484.342743,0.336104993,0.01,225.8493403
117,117,3198,1100927498,DDNewsLive,18-01-2013 13:04,134,2479105,38,"New Delhi, India",0.566666667,0.966666667,0.033333333,14.83333333,53.43333333,139376,0,23-04-2019 14:45,39,2286.070139,60.96750823,0.06,60.1597405
118,118,3228,7.84705E+17,IAF_MCC,08-10-2016 10:41,45,561004,21,"New Delhi,India",0.866666667,0.866666667,0.333333333,281.1,1608.566667,2729,0,23-04-2019 14:45,22,927.1695139,2.943366838,0,44.15092923
119,119,3258,7.89328E+17,CISFHQrs,21-10-2016 04:49,126,154444,100,I N D I A,0.633333333,1.033333333,0.366666667,10.36666667,105.9,6941,0,23-04-2019 14:45,101,914.4137616,7.590655666,0.04,9.144137616
120,120,3288,1.09063E+18,SiManojThakur1,30-01-2019 15:24,51,472,859,"Ahraura, India",0.7,0.7,1.3,8.166666667,26.76666667,179,0,23-04-2019 14:45,860,82.97291667,2.157330454,0.38,0.096592452
121,121,3318,7.23503E+17,VikramA79117869,22-04-2016 13:27,155,470,25,गौतमबुद्धनगर (उत्तर प्रदेश),0.4,0.466666667,2,425.9,0.466666667,17320,0,23-04-2019 14:45,26,1096.054653,15.80213172,36.85,43.84218611
122,122,3338,7.23503E+17,VikramA79117869,22-04-2016 13:27,155,472,25,गौतमबुद्धनगर (उत्तर प्रदेश),0.4,0.466666667,2,425.9,0.466666667,17320,0,23-04-2019 14:45,26,1096.054653,15.80213172,36.69,43.84218611
